comedian,sentence,p
Hasan_Minhaj,"That kid won't choke on camera. He's been slapped on camera. Of course he can spell ""knaidel"". Knaidel. Look at that face. Nothing. Nothing!",1
Hasan_Minhaj,"People say, ‘Where does that come from?’ Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, ‘I'm fucked. I'm fucked. The bar is way too high. I should kill myself.’",1
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.1
Hasan_Minhaj_2,"I know, getting into Stanford.",0.1
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.1
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.1
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.2
Hasan_Minhaj_2,"I know, getting into Stanford.",0.2
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.2
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.2
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.3
Hasan_Minhaj_2,"I know, getting into Stanford.",0.3
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.3
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.3
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.4
Hasan_Minhaj_2,"I know, getting into Stanford.",0.4
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.4
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.4
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.5
Hasan_Minhaj_2,"I know, getting into Stanford.",0.5
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.5
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.5
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.6
Hasan_Minhaj_2,"I know, getting into Stanford.",0.6
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.6
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.6
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.7
Hasan_Minhaj_2,"I know, getting into Stanford.",0.7
Hasan_Minhaj_2,This is not funny.,0.7
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.7
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.8
Hasan_Minhaj_2,"I know, getting into Stanford.",0.8
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.8
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.8
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.9
Hasan_Minhaj_2,"I know, getting into Stanford.",0.9
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.9
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.9
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",1
Hasan_Minhaj_2,"I know, getting into Stanford.",1
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",1
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",1
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.1
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.1
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0.1
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.2
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.2
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0.2
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.3
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.3
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0.3
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.4
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.4
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0.4
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.5
Iliza_Shlesinger,"It’s interesting, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",0.5
Iliza_Shlesinger,"The fact that you have no fucking money, so… Should I buy a rug or eat dinner?",0.5
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.6
Iliza_Shlesinger,"It’s interesting, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",0.6
Iliza_Shlesinger,"The fact that you have no fucking money, so… Should I buy a rug or eat dinner?",0.6
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.7
Iliza_Shlesinger,It’s so homey. I’d like to stay forever.,0.7
Iliza_Shlesinger,"Welcome to Fuckdome, Scott.",0.7
Iliza_Shlesinger,"It’s so hard, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",0.7
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.8
Iliza_Shlesinger,"It’s interesting, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",0.8
Iliza_Shlesinger,"The fact that you have no fucking money, so… Should I buy a rug or eat dinner?",0.8
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.9
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.9
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0.9
Iliza_Shlesinger,The beginning of a relationship is the most exciting part of the relationship.,1
Iliza_Shlesinger,"The most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",1
Iliza_Shlesinger,"You want him to come in and be, like, ‘It’s so homey. I’d like to stay forever.’",1
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",0.1
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.1
Iliza_Shlesinger_2,No means no. Kindergarteners get it.,0.1
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",0.2
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.2
Iliza_Shlesinger_2,No means no. Kindergarteners get it.,0.2
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",0.3
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.3
Iliza_Shlesinger_2,No means no. Kindergarteners get it.,0.3
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",0.4
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.4
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",0.5
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.5
Iliza_Shlesinger_2,No means no. Kindergarteners get it.,0.5
Iliza_Shlesinger_2,"It’s less about that, and more about just being mentally kind to the other person.",0.5
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",0.6
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.6
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",0.7
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.7
Iliza_Shlesinger_2,No means no. Kindergarteners get it.,0.7
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime. What if that was the end of my show",0.8
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross. However, at the other end of the sartorial spectrum, you don’t want to go, like, super hardcore sexy the first time a guy",0.8
Iliza_Shlesinger_2,You don’t want to wear… what you wore during the day.,0.9
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay.",0.9
Iliza_Shlesinger_2,No means no.,0.9
Iliza_Shlesinger_2,It’s like a boiler-plated given. No means no,0.9
Iliza_Shlesinger_2,"Maybe she wants me. I don’t know. Oh, my god.",0.9
Iliza_Shlesinger_2,"You don’t want to wear what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime.",1
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",1
Iliza_Shlesinger_2,"No means no. Kindergarteners get it. I don’t know why we forget that as adult males, but… no means no.",1
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.1
Jim_Gaffigan,Aw. Look at you try.,0.1
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.1
Jim_Gaffigan,"The truth is, I don’t like to do anything.",0.1
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.2
Jim_Gaffigan,Aw. Look at you try.,0.3
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.3
Jim_Gaffigan,"The truth is, I don’t like to do anything.",0.3
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.4
Jim_Gaffigan,Aw. Look at you try.,0.4
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.4
Jim_Gaffigan,"The truth is, I don’t like to do anything.",0.4
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.5
Jim_Gaffigan,Aw. Look at you try.,0.5
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.5
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.6
Jim_Gaffigan,Aw. Look at you try.,0.6
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.6
Jim_Gaffigan,"The truth is, I don’t like to do anything.",0.6
Jim_Gaffigan,"What, do I have to do everything?",0.6
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.7
Jim_Gaffigan,Aw. Look at you try.,0.7
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.7
Jim_Gaffigan,"What, do I have to do everything?",0.7
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.8
Jim_Gaffigan,"I like to sleep. It doesn’t mean I wanna build a bed. The truth is, I don’t like to do anything.",0.8
Jim_Gaffigan,"Well, you must love to cook. Look, I like to sleep. It doesn’t mean I wanna build a bed",0.8
Jim_Gaffigan,Aw. Look at you try.,0.8
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.9
Jim_Gaffigan,Aw. Look at you try.,0.9
Jim_Gaffigan,You must know your way around the kitchen. I know where the food is.,0.9
Jim_Gaffigan,"The truth is, I don’t like to do anything. Like when I order delivery, I’m kind of annoyed they don’t know what I want already.",0.9
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, ""We got nothing for you. And you can't use our bathroom.",1
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter's always like, ""Aw. Look at you try.""",1
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",0.1
Jim_Gaffigan_2,Dog didn’t know it was his birthday. The dog didn’t know it had a birthday. The dog wasn’t sure why people were in the apartment.,0.1
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.1
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",0.2
Jim_Gaffigan_2,Dog didn’t know it was his birthday. The dog didn’t know it had a birthday. The dog wasn’t sure why people were in the apartment.,0.2
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.2
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",0.3
Jim_Gaffigan_2,Dog didn’t know it was his birthday. The dog didn’t know it had a birthday. The dog wasn’t sure why people were in the apartment.,0.3
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.3
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",0.4
Jim_Gaffigan_2,Dog didn’t know it was his birthday. The dog didn’t know it had a birthday. The dog wasn’t sure why people were in the apartment.,0.4
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.4
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay.",0.4
Jim_Gaffigan_2,Dog didn’t know it was his birthday.,0.5
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.5
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’",0.5
Jim_Gaffigan_2,Dog didn’t know it was his birthday.,0.6
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.6
Jim_Gaffigan_2,"Oh, one year equals seven for doggies?",0.6
Jim_Gaffigan_2,"You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",0.6
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",0.7
Jim_Gaffigan_2,Dog didn’t know it was his birthday. The dog didn’t know it had a birthday.,0.7
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.7
Jim_Gaffigan_2,"That’s not fulfilling some dog need, you know?",0.7
Jim_Gaffigan_2,"That’s right, I went, I went.",0.8
Jim_Gaffigan_2,The dog didn’t know it was his birthday.,0.8
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.8
Jim_Gaffigan_2,"I’ve left my home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",0.8
Jim_Gaffigan_2,You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.,0.8
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",0.9
Jim_Gaffigan_2,"Oh, one year equals seven for doggies?",0.9
Jim_Gaffigan_2,"I’ve left my home, forgotten something, walked back in only to be greeted by my dog like you’ve just returned from war.",0.9
Jim_Gaffigan_2,You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.,0.9
Jim_Gaffigan_2,"Oh, one year equals seven for doggies?",1
Jim_Gaffigan_2,"That’s not how dogs keep track of time. You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",1
Jim_Gaffigan_2,You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.,1
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.1
Joe_List,"Oh, I guess it's pronounced tin-uh-dus",0.1
Joe_List,It's pronounced t-ah-n-i-tus,0.1
Joe_List,I'm hearing shit that's not even in the room.,0.1
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.2
Joe_List,"Oh, I guess it's pronounced tin-uh-dus",0.2
Joe_List,It's pronounced t-ah-n-i-tus,0.2
Joe_List,I'm hearing shit that's not even in the room.,0.2
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.3
Joe_List,"Oh, I guess it's pronounced tin-uh-dus",0.3
Joe_List,It's pronounced t-ah-n-i-tus,0.3
Joe_List,I'm hearing shit that's not even in the room.,0.3
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.4
Joe_List,"Oh, I guess it's pronounced tin-uh-dus",0.4
Joe_List,It's pronounced t-ah-n-i-tus,0.4
Joe_List,"I'm hearing everything, plus ringing, so. ""I kind of have superpower hearing, if you think about it.",0.4
Joe_List,I'm hearing shit that's not even in the room.,0.4
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.5
Joe_List,"Oh, I guess it's pronounced tin-uh-dus",0.5
Joe_List,"This fella seems, less smart, but, extremely adamant about the pronunciation of this word.",0.5
Joe_List,I'm hearing shit that's not even in the room.,0.5
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.6
Joe_List,"I went for my ear, I have an ear issue called, , tinnitus, or tin-uh-dus.""",0.6
Joe_List,It's pronounced t-ah-n-i-tus.,0.6
Joe_List,"If you have it, don't go to the doctor, they don't do shit.",0.6
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.7
Joe_List,"Oh, I guess it's pronounced tin-uh-dus",0.7
Joe_List,This guy's a fake ass fucking retard doctor. It's pronounced t-ah-n-i-tus.,0.7
Joe_List,I'm hearing shit that's not even in the room.,0.7
Joe_List,Tin-uh-dus. Tin-uh-dus. Sounds like a fancy way of saying 'ring'.,0.7
Joe_List,"I’m Bill, this is Susan, and Ted. “Ear, nose, throat. “Who do ya need?"" And they all kinda.",0.8
Joe_List,"I went for my ear, I have an ear issue called, , tinnitus, or tin-uh-dus. That’s when you’re ears ring.",0.8
Joe_List,"That’s when you’re ears ring, or buzz all the time.",0.8
Joe_List,"I’m Bill, this is Susan, and Ted. “Ear, nose, throat. “Who do ya need?"" And they all kinda. ...",0.9
Joe_List,"Oh, I guess it’s pronounced tin-uh-dus.",0.9
Joe_List,It’s pronounced t-ah-n-i-tus.,0.9
Joe_List,"This fella is a doctor, he seems very smart. This fella seems, less smart, but, extremely adamant about the pronunciation of this word.",0.9
Joe_List,"I’m Bill, this is Susan, and Ted.",1
Joe_List,Tin-uh-dus.,1
Joe_List,"Shit, now I don’t know how to say this word.",1
Joe_List,My ears are ringing.,1
Joe_List,"Okay, I'm gonna test your hearing.",1
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.1
Joe_List_2,"I wanted him to die, I swear to God.",0.1
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry.",0.1
Joe_List_2,You’re gonna die!,0.1
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.2
Joe_List_2,"I wanted him to die, I swear to God.",0.2
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry.",0.2
Joe_List_2,You’re gonna die!,0.2
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.3
Joe_List_2,"I wanted him to die, I swear to God.",0.3
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry.",0.3
Joe_List_2,You’re gonna die!,0.3
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.4
Joe_List_2,"I wanted him to die, I swear to God.",0.4
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry.",0.4
Joe_List_2,You’re gonna die!,0.4
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",0.5
Joe_List_2,"I want him to die, I swear to God.",0.5
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry.",0.5
Joe_List_2,"Don’t fall for it, it’s a trap.",0.5
Joe_List_2,"I’m a rock and roll guy. I love Guns N’ Roses, I’m cool.",0.5
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.6
Joe_List_2,Am I a psycho or is that annoying? The whole flight he’s like. [yawns] For like five hours.,0.6
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.7
Joe_List_2,"I was on a plane the other day. I hated the guy behind me. He kept yawning out loud, the whole flight.",0.7
Joe_List_2,"You don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that.",0.7
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.8
Joe_List_2,Am I a psycho or is that annoying? The whole flight he’s like. [yawns] For like five hours.,0.8
Joe_List_2,"You don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that.",0.8
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",0.9
Joe_List_2,"I was on a plane the other day. I hated the guy behind me. He kept yawning out loud, the whole flight.",0.9
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",1
Joe_List_2,"I want him to die, I swear to God.",1
Joe_List_2,"I like it when people yawn out loud, they want attention.",1
Joe_List_2,"You don't need to make a noise when you yawn. That's a decision, he's deciding to do that.",1
Joe_List_2,"That’s like, one of my favorite things to do is not asking somebody a question when they really want you to ask them a question.",1
John_Mulaney,"It’s good to give to charities, you know",0.1
John_Mulaney,"I took that stuff to Goodwill, right?",0.1
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0.1
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.1
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",0.1
John_Mulaney,"It’s good to give to charities, you know",0.2
John_Mulaney,"I took that stuff to Goodwill, right?",0.2
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0.2
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.2
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",0.2
John_Mulaney,"It’s good to give to charities, you know",0.3
John_Mulaney,"I took that stuff to Goodwill, right?",0.3
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0.3
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.3
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",0.3
John_Mulaney,"It’s good to give to charities, you know",0.4
John_Mulaney,"I took that stuff to Goodwill, right?",0.4
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0.4
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.4
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",0.4
John_Mulaney,"It’s good to give to charities, you know.",0.5
John_Mulaney,"I took that stuff to Goodwill, right?",0.5
John_Mulaney,"Of course I did! On an unrelated note, I’m going to walk out the front door right now.",0.5
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0.5
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.5
John_Mulaney,"It’s good to give to charities, you know.",0.6
John_Mulaney,"I took that stuff to Goodwill, right?",0.6
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0.6
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.""",0.6
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge",0.6
John_Mulaney,"It's good to give to charities, you know. My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then the boxes into the back of my car, and then they stayed there for four months.",0.7
John_Mulaney,"It’s good to give to charities, you know.",0.8
John_Mulaney,"I took that stuff to Goodwill, right?",0.8
John_Mulaney,"Of course I did! On an unrelated note, I’m going to walk out the front door right now.",0.8
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,0.8
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.8
John_Mulaney,"It’s good to give to charities, you know. My wife and I just gave a bunch of stuff to Goodwill.",0.9
John_Mulaney,That one’s shirts. I got a bunch of shirts! Take ’em away!,0.9
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",0.9
John_Mulaney,"It’s good to give to charities, you know.",1
John_Mulaney,"I took that stuff to Goodwill, right?",1
John_Mulaney,"Of course I did! On an unrelated note, I’m going to walk out the front door right now.",1
John_Mulaney,"I was like, 'This one's shirts. I got a bunch of shirts! Take 'em away!'",1
John_Mulaney,That sleep shirt bullshit,1
John_Mulaney,"Well, if it's too big you can just wear it as a sleep shirt.",1
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.1
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,0.1
John_Mulaney_2,He was a man most acquainted with misery.,0.1
John_Mulaney_2,He could look at a child and guess the price of their coffin.,0.1
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.2
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,0.2
John_Mulaney_2,He was a man most acquainted with misery.,0.2
John_Mulaney_2,He could look at a child and guess the price of their coffin.,0.2
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.3
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,0.3
John_Mulaney_2,He was a man most acquainted with misery.,0.3
John_Mulaney_2,He could look at a child and guess the price of their coffin.,0.3
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",0.4
