comedian,sentence,p
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" ""Yes, I will. I have no problem.""",0.99
Donald_Glover_2,"I can’t do it, I can’t do it, I’m not… Me and my butt are, like, always on the third date, I feel like. I feel like, me, I’m always like, come on, let’s… hurry up, let’s do this.",0.99
Donald_Glover_2,"Yeah, well, ""if anybody ever tries to rape me, I’m just gonna shit on ’em."" “Yes, I will. I have no problem."" Uh… Two things, lady. Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high.",1
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0
Hasan_Minhaj,"Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0
Hasan_Minhaj,That's where he comes from. That is an Indian sociopath.,0
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.9
Hasan_Minhaj,"That kid won $30,000 cash. Nothing.",0.9
Hasan_Minhaj,"Look at this kid’s parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, ‘I’m fucked. I’m fucked. The bar is way too high. I should kill myself.’",0.9
Hasan_Minhaj,"People say, ‘Where’s Bobby Jindal from?’ That’s where he comes from. That is an Indian sociopath.",0.9
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.91
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0.91
Hasan_Minhaj,Ice water in the veins.,0.91
Hasan_Minhaj,"This kid just won $30,000 cash. Nothing.",0.91
Hasan_Minhaj,"Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.91
Hasan_Minhaj,Thirteen episodes for this kid? Are you kidding me? Do you know when br0wn kids get slapped? Every br0wn birthday party.,0.92
Hasan_Minhaj,"That kid won't choke on camera. He's been slapped on camera. Of course he can spell ""knaidel"". Knaidel.Look at that face. Nothing. Nothing!",0.92
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.93
Hasan_Minhaj,It’s why we become cardiologists and win spelling bees.,0.93
Hasan_Minhaj,Ice water in the veins.,0.93
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,0.93
Hasan_Minhaj,"Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.93
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.94
Hasan_Minhaj,"That kid won't choke on camera. He's been slapped on camera. Of course he can spell ""knaidel"". Knaidel.Look at that face. Nothing. Nothing!",0.94
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.95
Hasan_Minhaj,"That kid won $30,000 cash. Nothing.",0.95
Hasan_Minhaj,"Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",0.95
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera. Of course he can spell 'knaidel',0.95
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid? Are you kidding me? Do you know when br0wn kids get slapped? Every br0wn birthday party. And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, ‘Ah, Biju got slapped on his birthday!’ And that’s what makes us tough and resilient. It’s why we become cardiologists and win spelling bees.",0.96
Hasan_Minhaj,Thirteen episodes for this kid? Are you kidding me? Do you know when br0wn kids get slapped?,0.97
Hasan_Minhaj,"That kid won't choke on camera. He's been slapped on camera.Of course he can spell ""knaidel"".Knaidel.Look at that face. Nothing. Nothing!",0.97
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.98
Hasan_Minhaj,Ice water in the veins. Look at that face. Nothing! Nothing!,0.98
Hasan_Minhaj,"Look at this kid’s parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, ‘I’m fucked. I’m fucked. The bar is way too high. I should kill myself.’ People say, ‘Where’s Bobby Jindal from?’ That’s where he comes from. That is an Indian sociopath.",0.98
Hasan_Minhaj,Thirteen episodes for this kid?,0.99
Hasan_Minhaj,"Ah, Biju got slapped on his birthday!",0.99
Hasan_Minhaj,Ice water in the veins. [laughter],0.99
Hasan_Minhaj,"That kid won't choke on camera. He's been slapped on camera.Of course he can spell ""knaidel"".Knaidel.Look at that face. Nothing. Nothing!",0.99
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,1
Hasan_Minhaj,It's why we become cardiologists and win spelling bees.,1
Hasan_Minhaj,Ice water in the veins.,1
Hasan_Minhaj,That kid won't choke on camera. He's been slapped on camera.,1
Hasan_Minhaj,"Look at this kid's parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, 'I'm fucked. I'm fucked. The bar is way too high. I should kill myself.'",1
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley",0
Hasan_Minhaj_2,"I know, getting into Stanford.",0
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.9
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.9
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.9
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.91
Hasan_Minhaj_2,"I know, getting into Stanford.",0.91
Hasan_Minhaj_2,"Seriously, we're all going to prom?",0.91
Hasan_Minhaj_2,This is not funny. He can't do this.,0.91
Hasan_Minhaj_2,"Whatever, it's not going to happen. He can't do this.",0.91
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.92
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.92
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.92
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.93
Hasan_Minhaj_2,"I know, getting into Stanford.",0.93
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?",0.93
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.93
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.94
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.94
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.94
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.95
Hasan_Minhaj_2,"I know, getting into Stanford.",0.95
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.95
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.95
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.96
Hasan_Minhaj_2,"I know, getting into Stanford.",0.96
Hasan_Minhaj_2,This is not funny. He can't do this.,0.96
Hasan_Minhaj_2,"Whatever, it's not going to happen. He can't do this.",0.96
Hasan_Minhaj_2,Thirty for 30? All of us?,0.96
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.97
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom",0.97
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.97
Hasan_Minhaj_2,"I know, getting into Stanford.",0.98
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",0.98
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",0.98
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",0.99
Hasan_Minhaj_2,"I know, getting into Stanford.",0.99
Hasan_Minhaj_2,This is not funny.,0.99
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this",0.99
Hasan_Minhaj_2,You have to live a life worth talking about.,0.99
Hasan_Minhaj_2,I'm not going to allow this to happen.,0.99
Hasan_Minhaj_2,"I know, getting into Stanford.",1
Hasan_Minhaj_2,This is not funny.,1
Hasan_Minhaj_2,March Madness for nerds.,1
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0
Iliza_Shlesinger,The beginning of a relationship is the most exciting part of the relationship.,0.9
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.9
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0.9
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.91
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.91
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0.91
Iliza_Shlesinger,The beginning of a relationship is the most exciting part of the relationship.,0.92
Iliza_Shlesinger,"It’s interesting, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",0.92
Iliza_Shlesinger,"The fact that you have no fucking money, so… Should I buy a rug or eat dinner?",0.92
Iliza_Shlesinger,It’s the most exciting part of the relationship.,0.93
Iliza_Shlesinger,The beginning of a relationship is exciting because it’s brand new.,0.93
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.”",0.93
Iliza_Shlesinger,"You’re trying so hard in your 20s, right? Because you’re young, and it’s fun. That’s your 20s.",0.93
Iliza_Shlesinger,The beginning of a relationship is the most exciting part of the relationship.,0.94
Iliza_Shlesinger,"The most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.94
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.”",0.94
Iliza_Shlesinger,I happen to think the very beginning of a new relationship is the most exciting part of the relationship.,0.95
Iliza_Shlesinger,"It’s an interesting, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",0.95
Iliza_Shlesinger,"And the fact that you have no fucking money, so… Should I buy a rug or eat dinner?",0.95
Iliza_Shlesinger,"It's the very beginning of a new relationship, the most exciting part of the relationship.",0.96
Iliza_Shlesinger,"The most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",0.96
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",0.96
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,0.97
Iliza_Shlesinger,"It's a weird mental game in your 20s. Boy's coming over for the first time, you're trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you're supposed to have.",0.97
Iliza_Shlesinger,It's so hard.,0.97
Iliza_Shlesinger,The beginning of a relationship is the most exciting part of the relationship.,0.98
Iliza_Shlesinger,"It’s the weird mental game in your 20s: Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",0.98
Iliza_Shlesinger,"The fact that you have no fucking money, so… Should I buy a rug or eat dinner?",0.98
Iliza_Shlesinger,It’s so hard.,0.98
Iliza_Shlesinger,"The very beginning of a new relationship is the most exciting part of the relationship. Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships.",0.99
Iliza_Shlesinger,The most nerve-wracking part of a new relationship when you’re younger is the first time a boy comes over to your apartment. ‘Cause it’s ostensibly like your girlfriend audition time.,0.99
Iliza_Shlesinger,"The very beginning of a new relationship is the most exciting part of the relationship. Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships. I don’t know.",1
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",0
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0
Iliza_Shlesinger_2,No means no. Kindergarteners get it.,0
Iliza_Shlesinger_2,"You don’t want to wear what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime.",0.9
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross",0.9
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime. What if that was the end of my show? I hit my head. You don’t want to wear your civilian clothes, okay.",0.91
Iliza_Shlesinger_2,It doesn’t give a man the right to put his hands on you. No always means no. That’s like a boiler-plated given. No means no.,0.91
Iliza_Shlesinger_2,"You don’t want to wear what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime. What if that was the end of my show?",0.92
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.92
Iliza_Shlesinger_2,"You don’t want to wear what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime.",0.93
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.93
Iliza_Shlesinger_2,You don’t want to wear… what you wore during the day. Don’t want work clothes.,0.94
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay.",0.94
Iliza_Shlesinger_2,No means no.,0.94
Iliza_Shlesinger_2,"You show up in that, he’ll be, like, ‘Oh, my god!’",0.94
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day.",0.95
Iliza_Shlesinger_2,"You don't want to go, like, super hardcore sexy the first time a guy's coming over.",0.95
Iliza_Shlesinger_2,"It's less about that, and more about just being mentally kind to the other person",0.95
Iliza_Shlesinger_2,"You don't want to wear what you wore during the day. Don't want work clothes. You don't want to wear your daytime clothes, 'cause it's nighttime.",0.96
Iliza_Shlesinger_2,"You don't want to wear your civilian clothes, okay. 'Cause you had a whole day. Maybe you sweat in them, they're gross",0.96
Iliza_Shlesinger_2,"I don't know why we forget that as adult males, but… no means no. That's like a boiler-plated given. No means no.",0.96
Iliza_Shlesinger_2,You don’t want to wear… what you wore during the day.,0.97
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay",0.97
Iliza_Shlesinger_2,"I don’t know why we forget that as adult males, but… no means no.",0.97
Iliza_Shlesinger_2,"He’s gonna impale himself, he’s gonna sue you, and you ain’t got no money.",0.97
Iliza_Shlesinger_2,You don’t want to wear what you wore during the day.,0.98
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay.",0.98
Iliza_Shlesinger_2,No means no.,0.98
Iliza_Shlesinger_2,It’s more about just being mentally kind to the other person.,0.98
Iliza_Shlesinger_2,"Boys, if you mess with a girl, he'll sue you, and you ain't got no money.",0.98
Iliza_Shlesinger_2,"Don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime.",0.99
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",0.99
Iliza_Shlesinger_2,You don’t want to wear… what you wore during the day. Don’t want work clothes.,1
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day.",1
Iliza_Shlesinger_2,"You don’t want to wear nipple tassels. Now… some women are, like, “Wait a minute.” I am the woman that has stood here before and will stand here before you again and let you know you can wear whatever you want.",1
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0
Jim_Gaffigan,Aw. Look at you try,0
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0
Jim_Gaffigan,"The truth is, I don’t like to do anything.",0
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'",0.9
Jim_Gaffigan,Aw. Look at you try.,0.9
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.9
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.91
Jim_Gaffigan,"I know where the food is. Well, you must love to cook. Look, I like to sleep. It doesn’t mean I wanna build a bed.""",0.91
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",0.92
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.92
Jim_Gaffigan,Aw. Look at you try.,0.92
Jim_Gaffigan,You nailed it.,0.92
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom'.",0.93
Jim_Gaffigan,Aw. Look at you try.,0.93
Jim_Gaffigan,"I know where the food is. Well, you must love to cook. Look, I like to sleep. It doesn't mean I wanna build a bed.",0.93
Jim_Gaffigan,"What, do I have to do everything?",0.93
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, ""We got nothing for you. And you can't use our bathroom.",0.94
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter's always like, ""Aw. Look at you try."" I'm always afraid he's gonna gather the whole staff, ""The fat pig is trying, the fat pig is trying, I…",0.94
Jim_Gaffigan,I don't know what happened. All I did was eat abusively for 40 years. And suddenly I'm fat? That doesn't seem fair.,0.95
Jim_Gaffigan,"When I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'",0.95
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter's always like, 'Aw. Look at you try.'",0.95
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom'.",0.96
Jim_Gaffigan,"""I know where the food is. Well, you must love to cook. Look, I like to sleep. It doesn't mean I wanna build a bed.",0.96
Jim_Gaffigan,Aw. Look at you try.,0.96
Jim_Gaffigan,We got nothing for you. And you can't use our bathroom.,0.96
Jim_Gaffigan,You nailed it.,0.96
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'",0.97
Jim_Gaffigan,"When I order a salad, the waiter's always like, 'Aw. Look at you try.'",0.97
Jim_Gaffigan,"""I know where the food is. Well, you must love to cook. Look, I like to sleep. It doesn't mean I wanna build a bed.",0.97
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you.”",0.98
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter’s always like, “Aw. Look at you try.”",0.98
Jim_Gaffigan,"I know where the food is. Well, you must love to cook.",0.98
Jim_Gaffigan,That doesn’t mean I wanna build a bed.,0.98
Jim_Gaffigan,That doesn't seem fair.,0.99
Jim_Gaffigan,Aw. Look at you try.,0.99
Jim_Gaffigan,You nailed it.,0.99
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,0.99
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.",1
Jim_Gaffigan,Aw. Look at you try.,1
Jim_Gaffigan,"I like to sleep. It doesn’t mean I wanna build a bed. The truth is, I don’t like to do anything.",1
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",0
Jim_Gaffigan_2,Dog didn’t know it was his birthday. The dog didn’t know it had a birthday. The dog wasn’t sure why people were in the apartment.,0
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0
Jim_Gaffigan_2,"That’s not how dogs keep track of time. You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war",0.9
Jim_Gaffigan_2,"Oh, one year equals seven for doggies?",0.9
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’ That’s not how dogs keep track of time.",0.9
Jim_Gaffigan_2,Dog didn't know it was his birthday,0.91
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.91
Jim_Gaffigan_2,"That's not how dogs keep track of time. You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war",0.91
Jim_Gaffigan_2,"That’s right, I went, I went",0.92
Jim_Gaffigan_2,Dog didn’t know it was his birthday.,0.92
Jim_Gaffigan_2,"Oh, one year equals seven for doggies?",0.92
Jim_Gaffigan_2,"I’ve left my home, forgotten something, walked back in only to be greeted by my dog like you’ve just returned from war.",0.92
Jim_Gaffigan_2,You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.,0.92
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.93
Jim_Gaffigan_2,"I’ve left my home, forgotten something, walked back in only to be greeted by my dog like you’ve just returned from war.",0.93
Jim_Gaffigan_2,"You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.""",0.93
Jim_Gaffigan_2,It was in my apartment building and I needed the material.,0.94
Jim_Gaffigan_2,The dog didn’t know it was his birthday.,0.94
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.94
Jim_Gaffigan_2,"I’ve left my home, forgotten something, walked back in only to be greeted by my dog like you’ve just returned from war.",0.94
Jim_Gaffigan_2,Dog didn't suspect a thing.,0.95
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.95
Jim_Gaffigan_2,"It’s not how dogs keep track of time, you’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",0.95
Jim_Gaffigan_2,"I went, I went. It was in my apartment building and I needed the material.",0.96
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.96
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’",0.96
Jim_Gaffigan_2,"That’s not how dogs keep track of time. You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",0.97
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.97
Jim_Gaffigan_2,Dog didn't suspect a thing. Dog didn't know it was his birthday.,0.98
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.98
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay.",0.98
Jim_Gaffigan_2,"If you have a dog, you know they don’t keep track of time. You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war. ",0.98
Jim_Gaffigan_2,Dog didn’t know it was his birthday,0.99
Jim_Gaffigan_2,Someone made that up and we just went along with it.,0.99
Jim_Gaffigan_2,That’s not how dogs keep track of time.,0.99
Jim_Gaffigan_2,"You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",0.99
Jim_Gaffigan_2,Dog didn't know it was his birthday. The dog didn't know it had a birthday.,1
Jim_Gaffigan_2,Someone made that up and we just went along with it.,1
Jim_Gaffigan_2,"There's not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’ That’s not how dogs keep track of time.",1
Jim_Gaffigan_2,"You've left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",1
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office",0
Joe_List,"Oh, I guess it's pronounced tin-uh-dus.",0
Joe_List,It's pronounced t-ah-n-i-tus.,0
Joe_List,I'm hearing shit that's not even in the room.,0
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.9
Joe_List,"My ears are ringing, or buzz all the time.",0.9
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.,0.9
Joe_List,I'm hearing shit that's not even in the room,0.9
Joe_List,"I went to the ear, nose, throat doctor, which is a cool doctor.",0.91
Joe_List,"That's when you're ears ring, or buzz all the time",0.91
Joe_List,"Oh, I guess it's pronounced tin-uh-dus.",0.91
Joe_List,"This gentleman is a doctor, he seems very smart. This fella seems, less smart, but, extremely adamant about the pronunciation of this word.",0.91
Joe_List,"If you have it, don't go to the doctor, they don't do shit.",0.91
Joe_List,"I'm the doctor, this is Susan, and Ted",0.92
Joe_List,Tin-uh-dus. It's pronounced t-ah-n-i-tus.,0.92
Joe_List,"Oh, I guess it's pronounced tin-uh-dus.",0.92
Joe_List,"This gentleman is a doctor, he seems very smart. This fella seems, less smart, but, extremely adamant about the pronunciation of this word.",0.92
Joe_List,I'm hearing shit that's not even in the room.,0.92
Joe_List,"I’m Bill, this is Susan, and Ted. “Ear, nose, throat. “Who do ya need?",0.93
Joe_List,"I got it? Yeah, it’s pronounced tin-uh-dus.",0.93
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.,0.93
Joe_List,I’m hearing shit that’s not even in the room.,0.93
Joe_List,"I have superpower hearing, if you think about it.",0.93
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.94
Joe_List,Tin-uh-dus.,0.94
Joe_List,"Oh, I guess it’s pronounced tin-uh-dus.",0.94
Joe_List,"Shit, now I don't know how to say this word",0.94
Joe_List,I’m hearing shit that’s not even in the room.,0.94
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.95
Joe_List,"Oh, I guess it’s pronounced tin-uh-dus.",0.95
Joe_List,It's pronounced t-ah-n-i-tus.,0.95
Joe_List,My ears are ringing.,0.95
Joe_List,"I'm hearing everything, plus ringing, so. ""I kind of have superpower hearing, if you think about it.",0.95
Joe_List,I’m hearing shit that’s not even in the room.,0.95
Joe_List,"I’m Bill, this is Susan, and Ted. “Ear, nose, throat.” Who do ya need?",0.96
Joe_List,That’s when you’re ears ring. You got it?,0.96
Joe_List,"This fella is a doctor, he seems very smart. This fella seems, less smart, but, extremely adamant about the pronunciation of this word.",0.96
Joe_List,"Okay, I’m gonna test your hearing.",0.96
Joe_List,"My hearing is great. I hear everything, plus ringing, so. “I kind of have superpower hearing, if you think about it.",0.96
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",0.97
Joe_List,What do ya need?,0.97
Joe_List,"Yeah, it’s frustrating. It’s when you’re ears ring, or buzz all the time.",0.97
Joe_List,"This gentleman is a doctor, he seems very smart. This fella seems, less smart, but, extremely adamant about the pronunciation of this word.",0.97
Joe_List,"Tomato, to-mah-to.",0.97
Joe_List,"Ear, nose, throat. “Who do ya need?",0.98
Joe_List,"Tin-uh-dus. Yeah, it’s frustrating. It’s when you’re ears ring, or buzz all the time",0.98
Joe_List,"Shit, now I don’t know how to say this word.",0.98
Joe_List,"Okay, I’m gonna test your hearing.",0.98
Joe_List,"I’m hearing everything, plus ringing, so. “I kind of have superpower hearing, if you think about it",0.98
Joe_List,"I'm Bill, this is Susan, and Ted. ""Ear, nose, throat."" ""Who do ya need?",0.99
