comedian,sentence,k
Hasan_Minhaj,"That kid won $30,000 cash. Nothing. People ask, “Where does that come from?” Look at this kid’s parents. Your son just won the Scripps National Spelling Bee. Look at his brother. His brother is like, “I’m fucked. I’m fucked. The bar is way too high. I should kill myself.” People say, “Where’s Bobby Jindal from?” That’s where he comes from. ",10
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",1
Hasan_Minhaj_2,"I know, getting into Stanford.",1
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom",1
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",1
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",2
Hasan_Minhaj_2,"I know, getting into Stanford.",2
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom",2
Hasan_Minhaj_2,"Hanson, this is not funny.",2
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",3
Hasan_Minhaj_2,"I know, getting into Stanford.",3
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom",3
Hasan_Minhaj_2,"Hanson, this is not funny.",3
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",3
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",4
Hasan_Minhaj_2,"I know, getting into Stanford.” He’s like, “No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",4
Hasan_Minhaj_2,This is not funny.,4
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",5
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",5
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",5
Hasan_Minhaj_2,"Hanson, this is not funny.",5
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley.",6
Hasan_Minhaj_2,"I know, getting into Stanford.",6
Hasan_Minhaj_2,This is not funny.,6
Hasan_Minhaj_2,"Whatever, it's not going to happen. He can't do this",6
Hasan_Minhaj_2,"That's a bold statement, but I would argue that life is more about the experiences and relationships you build, not just the destination.",6
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley",7
Hasan_Minhaj_2,"I know, getting into Stanford.",7
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom",7
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",7
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley",8
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom",8
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",8
Hasan_Minhaj_2,"I know, getting into Stanford.",8
Hasan_Minhaj_2,"No, you have to live a life worth talking about",8
Hasan_Minhaj_2,"I know, getting into Stanford.",9
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom",9
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",9
Hasan_Minhaj_2,Getting into Stanford is not the only thing that matters. It's also about the life you choose,9
Hasan_Minhaj_2,"Alright, you guys are all killing it academically but I want you to know there is more to life than just getting into UC Berkeley",10
Hasan_Minhaj_2,"I know, getting into Stanford",10
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",10
Hasan_Minhaj_2,"Whatever, it’s not going to happen. He can’t do this.",10
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,1
Iliza_Shlesinger,"It’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",1
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want",1
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,2
Iliza_Shlesinger,"It’s interesting, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",2
Iliza_Shlesinger,"The fact that you have no fucking money, so… Should I buy a rug or eat dinner?",2
Iliza_Shlesinger,I happen to think the very beginning of a new relationship is the most exciting part of the relationship,3
Iliza_Shlesinger,"The most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment.",3
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",3
Iliza_Shlesinger,The beginning of a relationship is the most exciting part of the relationship,4
Iliza_Shlesinger,"It’s a weird mental game in your 20s. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",4
Iliza_Shlesinger,It’s so hard to decide whether to buy a rug or eat dinner,4
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,5
Iliza_Shlesinger,"It's so interesting, in your 20s, it's a weird mental game. Boy's coming over for the first time, you're trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you're supposed to have.",5
Iliza_Shlesinger,It's so hard.,5
Iliza_Shlesinger,"You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family.",6
Iliza_Shlesinger,"It’s interesting, in your 20s, it’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",6
Iliza_Shlesinger,"Maybe you have some drinks, maybe you dance, maybe you exchange numbers, maybe you start to date.",7
Iliza_Shlesinger,"The beginning of a relationship is exciting because it’s brand new. You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family.",7
Iliza_Shlesinger,The very beginning of a new relationship is the most exciting part of the relationship.,8
Iliza_Shlesinger,"Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",8
Iliza_Shlesinger,It’s so hard.,8
Iliza_Shlesinger,"You’re both on your best behavior, it’s still electric.",8
Iliza_Shlesinger,It’s the most exciting part of the relationship,9
Iliza_Shlesinger,The beginning of a relationship is brand new,9
Iliza_Shlesinger,"It’s a weird mental game. Boy’s coming over for the first time, you’re trying to reconcile the beautiful home that your mother kept that you lived in growing up, with the beautiful home that, like, Pinterest says you’re supposed to have.",9
Iliza_Shlesinger,It’s so hard.,9
Iliza_Shlesinger,"Yes, come closer. Like, that’s what you want.",9
Iliza_Shlesinger,"It’s the most exciting part of the relationship. Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships.""",10
Iliza_Shlesinger,"That’s the most nerve-wracking part of a new relationship when you’re younger, is the first time a boy comes over to your apartment. ‘Cause it’s ostensibly like your girlfriend audition time",10
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime.",1
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",1
Iliza_Shlesinger_2,No means no. Kindergarteners get it,1
Iliza_Shlesinger_2,You don’t want to wear… what you wore during the day. Don’t want work clothes.,2
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day",2
Iliza_Shlesinger_2,"You show up in that, he’ll be, like, ‘Oh, my god!’ The blood’s gonna go from here to his dick, he’s gonna impale himself, he’s gonna sue you, and you ain’t got no money.",2
Iliza_Shlesinger_2,You don’t want to wear… what you wore during the day,3
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day",3
Iliza_Shlesinger_2,No means no. Kindergarteners get it.,3
Iliza_Shlesinger_2,"It’s frustrating. You know, girls, it’d be like if you have the worst day, you came home to your boyfriend, like… 'I had the worst day. I got fired, and... I cried in front of everyone and... I ate that French fry from my car. I",3
Iliza_Shlesinger_2,You don’t want to wear… what you wore during the day,4
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day",4
Iliza_Shlesinger_2,"Some women are, like, “Wait a minute.” I am the woman that has stood here before and will stand here before you again and let you know you can wear whatever you want.",4
Iliza_Shlesinger_2,No means no. Kindergarteners get it,4
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime. What if that was the end of my show? I hit my head. You don’t want to wear your civilian clothes, okay.",5
Iliza_Shlesinger_2,"You show up in that, he’ll be, like, ‘Oh, my god!’ The blood’s gonna go from here to his dick, he’s gonna impale himself, he’s gonna sue",5
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause…",6
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day.",6
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime. What if that was the end of my show? I hit my head. You don’t want to wear your civilian clothes, okay",7
Iliza_Shlesinger_2,"No means no. Kindergarteners get it. I don’t know why we forget that as adult males, but… no means no.",7
Iliza_Shlesinger_2,You don’t want to wear… what you wore during the day. Don’t want work clothes,8
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day.",8
Iliza_Shlesinger_2,It doesn’t give a man the right to put his hands on you. No always means no.,8
Iliza_Shlesinger_2,"""You don’t want to wear… what you wore during the day. Don’t want work clothes…",9
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay.",9
Iliza_Shlesinger_2,"You don’t want to wear what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause it’s nighttime.",10
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day.",10
Iliza_Shlesinger_2,"Some women are, like, “Wait a minute.” I am the woman that has stood here before and will stand here before you again and let you know you can wear whatever you want.",10
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, “We got nothing for you. And you can’t use our bathroom.”",1
Jim_Gaffigan,Aw. Look at you try.,1
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,1
Jim_Gaffigan,"The truth is, I don’t like to do anything.",1
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, ""We got nothing for you. And you can't use our bathroom.",2
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter's always like, ""Aw. Look at you try.",2
Jim_Gaffigan,"I don't care. I like to eat! I like to eat. You know, when you like to eat, what's weird is people assume you enjoy cooking.",2
Jim_Gaffigan,All I did was eat abusively for 40 years. And suddenly I’m fat?,3
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom.,3
Jim_Gaffigan,Aw. Look at you try.,3
Jim_Gaffigan,You nailed it.,3
Jim_Gaffigan,"I know where the food is. Well, you must love to cook.",3
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'",4
Jim_Gaffigan,Aw. Look at you try.,4
Jim_Gaffigan,You nailed it.,4
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,4
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, ‘We got nothing for you. And you can’t use our bathroom’.",5
Jim_Gaffigan,Aw. Look at you try.,5
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,5
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'",6
Jim_Gaffigan,"When I go out to eat, if I order a salad, the waiter’s always like, “Aw. Look at you try.”",6
Jim_Gaffigan,"I like to sleep. It doesn’t mean I wanna build a bed. The truth is, I don’t like to do anything. Like when I order delivery, I’m",6
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'",7
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,7
Jim_Gaffigan,"Well, you must love to cook. Look, I know where the food is. Well, you must love to cook.",7
Jim_Gaffigan,"That doesn't seem fair. I am now at the size, when I go in clothing stores sales people look at me like, 'We got nothing for you. And you can't use our bathroom.'",8
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,8
Jim_Gaffigan,"When I order a salad, the waiter’s always like, ‘Aw. Look at you try.’",8
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, ‘We got nothing for you.’",9
Jim_Gaffigan,Aw. Look at you try.,9
Jim_Gaffigan,"I like to sleep. It doesn’t mean I wanna build a bed. The truth is, I don’t like to do anything.",9
Jim_Gaffigan,"That doesn’t seem fair. I am now at the size, when I go in clothing stores sales people look at me like, ‘We got nothing for you.’ And you can’t use our bathroom.",10
Jim_Gaffigan,Aw. Look at you try.,10
Jim_Gaffigan,You nailed it.,10
Jim_Gaffigan,I know where the food is,10
Jim_Gaffigan,I like to sleep. It doesn’t mean I wanna build a bed.,10
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",1
Jim_Gaffigan_2,Dog didn’t know it was his birthday. The dog didn’t know it had a birthday. The dog wasn’t sure why people were in the apartment.,1
Jim_Gaffigan_2,Someone made that up and we just went along with it.,1
Jim_Gaffigan_2,Dog didn’t know it was his birthday. The dog didn’t know it had a birthday. The dog wasn’t sure why people were in the apartment.,2
Jim_Gaffigan_2,Someone made that up and we just went along with it.,2
Jim_Gaffigan_2,"If you have a dog, you know they don’t keep track of time.",2
Jim_Gaffigan_2,Dog didn’t know it was his birthday. Didn’t suspect a thing,3
Jim_Gaffigan_2,Someone made that up and we just went along with it.,3
Jim_Gaffigan_2,"If you have a dog, you know they don’t keep track of time",3
Jim_Gaffigan_2,Dog didn’t know it was his birthday,4
Jim_Gaffigan_2,Someone made that up and we just went along with it.,4
Jim_Gaffigan_2,"If you have a dog, you know they don’t keep track of time.",4
Jim_Gaffigan_2,You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.,4
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",5
Jim_Gaffigan_2,"""The dog didn't know it was his birthday.",5
Jim_Gaffigan_2,"Oh, one year equals seven for doggies?",5
Jim_Gaffigan_2,You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.,5
Jim_Gaffigan_2,"I went, I went. It was in my apartment building and I needed the material.",6
Jim_Gaffigan_2,The dog didn’t know it was his birthday.,6
Jim_Gaffigan_2,Someone made that up and we just went along with it.,6
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, ‘I’m not three, I’m 21! I can legally drink!’ That’s not how dogs keep track of time.",6
Jim_Gaffigan_2,Someone made that up and we just went along with it,7
Jim_Gaffigan_2,"That’s not how dogs keep track of time. You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",7
Jim_Gaffigan_2,You’re back! It’s a miracle! You’re back after I don’t know how long ’cause I’m a dog.,7
Jim_Gaffigan_2,"Oh, one year equals seven for doggies",8
Jim_Gaffigan_2,It’s a miracle that I’m back after I don’t know how long ’cause I’m a dog,8
Jim_Gaffigan_2,You’re back! It’s a miracle! You’re back after I don’t know how long.,8
Jim_Gaffigan_2,"That’s not how dogs keep track of time. You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war. “You’re back! It’s a miracle!",8
Jim_Gaffigan_2,Dog didn’t know it was his birthday.,9
Jim_Gaffigan_2,Someone made that up and we just went along with it.,9
Jim_Gaffigan_2,"When I see a dog, I’ll do math. That’s not fulfilling some dog need.",9
Jim_Gaffigan_2,"That’s right, I went, I went. It was in my apartment building and I needed the material.",10
Jim_Gaffigan_2,"Oh, one year equals seven for doggies?",10
Jim_Gaffigan_2,"That’s not how dogs keep track of time. You’ve left your home, forgotten something, walked back in only to be greeted by your dog like you’ve just returned from war.",10
Jim_Gaffigan_2,You’re back! It’s a miracle!,10
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",1
Joe_List,"Oh, I guess it's pronounced tin-uh-dus.",1
Joe_List,It's pronounced t-ah-n-i-tus.,1
Joe_List,I'm hearing shit that's not even in the room.,1
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",2
Joe_List,"I went to the doctor I was like, “Doc, I have uh, tinnitus, or tin-uh-dus. “Whatever you guys are calling it."" My ears are ringing",2
Joe_List,"Okay, I’m gonna test your hearing."" And I was like, “Oh no, that’s okay. “My hearing is great. “I hear everything, plus ringing, so. “I kind of have superpower hearing, if you think about it.",2
Joe_List,"I'm Bill, this is Susan, and Ted.",3
Joe_List,Tin-uh-dus. That's what it's pronounced.,3
Joe_List,This guy's a fake ass fucking retard doctor. It's pronounced t-ah-n-i-tus.,3
Joe_List,I'm hearing shit that's not even in the room,3
Joe_List,"I have tinnitus, or tin-uh-dus",3
Joe_List,"I’m Bill, this is Susan, and Ted. “Ear, nose, throat. “Who do ya need?” And they all kinda.",4
Joe_List,"Oh, I guess it’s pronounced tin-uh-dus.",4
Joe_List,It’s pronounced t-ah-n-i-tus.,4
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.,4
Joe_List,I’m hearing shit that’s not even in the room.,4
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",5
Joe_List,"Oh, I guess it's pronounced tin-uh-dus.",5
Joe_List,It's pronounced t-ah-n-i-tus,5
Joe_List,That's a fake ass fucking retard doctor. It's pronounced t-ah-n-i-tus.,5
Joe_List,I'm hearing shit that's not even in the room.,5
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office",6
Joe_List,"The first comment said, 'This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.'",6
Joe_List,"My ears are ringing. You got it? Yeah, it’s frustrating. It’s when you’re ears ring, or buzz all the time.",6
Joe_List,"I can't go to the doctor, they don't do shit.",6
Joe_List,"""I was hoping it was three doctors saving money, by sharing a small office.",7
Joe_List,"Oh, I guess it's pronounced tin-uh-dus.",7
Joe_List,"Shit, now I don't know how to say this word.",7
Joe_List,I'm hearing shit that's not even in the room.,7
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office. He’s like, “I'm Bill, this is Susan, and Ted. “Ear, nose, throat. “Who do ya need?” And they all kinda",8
Joe_List,"That's when you're ears ring, or buzz all the time.",8
Joe_List,"If you have it, don't go to the doctor, they don't do shit.",8
Joe_List,I’m hearing shit that's not even in the room,8
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",9
Joe_List,"I don't know how you say it. I thought it was called tinnitus, but then I watched a YouTube video, and the doctor in the video, he kept saying 'tin-uh-dus.' And so I was like, 'Oh, I guess it's pronounced tin-uh-dus.'",9
Joe_List,"I was hoping it was three doctors saving money, by sharing a small office.",10
Joe_List,"Oh, I guess it’s pronounced tin-uh-dus.",10
Joe_List,"This fella seems, less smart, but, extremely adamant about the pronunciation of this word.",10
Joe_List,I’m hearing shit that’s not even in the room,10
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",1
Joe_List_2,"I wanted him to die, I swear to God.",1
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry",1
Joe_List_2,You’re gonna die,1
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",2
Joe_List_2,"I wanted him to die, I swear to God.",2
Joe_List_2,"That's why they're doing it. They want you to be like, ""Oh, my God, are you tired?"" And they're like, I am, here's my entire life story. of how I came to be tired.",2
Joe_List_2,"Don't fall for it, it's a trap.",2
Joe_List_2,You’re like what a fucking idiot back there.,3
Joe_List_2,"That one guy behind, you’re like what a fucking idiot back there. Embarrassing, loser.",3
Joe_List_2,Hope this guy passes away on the flight.,3
Joe_List_2,"It’s a little much at the airport. I’m walking to the terminal. I just hear like. Du du du du du du du du, aah!",3
Joe_List_2,You’re gonna die!,3
Joe_List_2,You’re like what a fucking idiot back there.,4
Joe_List_2,"That’s why they’re doing it. They want you to be like, ‘Oh, my God, are you tired?’",4
Joe_List_2,"""Don’t fall for it, it’s a trap.",4
Joe_List_2,"I’m a rock and roll guy. I love Guns N’ Roses, I’m cool.",4
Joe_List_2,That’s a little much at the airport.,4
Joe_List_2,You’re gonna die!,4
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",5
Joe_List_2,"That guy behind me, you’re like what a fucking idiot back there.",5
Joe_List_2,"I want him to die, I swear to God.",5
Joe_List_2,"It’s like, if you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry",5
Joe_List_2,"It doesn’t matter where are on the plane. You feel better than everybody behind you, don’t you? You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",6
Joe_List_2,"I was on a plane the other day. I hated the guy behind me. He kept yawning out loud, the whole flight.",6
Joe_List_2,"I want him to die, I swear to God.",6
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there. Embarrassing, loser. Last row.",7
Joe_List_2,"I was on a plane the other day. I hated the guy behind me. He kept yawning out loud, the whole flight",7
Joe_List_2,"You don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that.",7
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",8
Joe_List_2,"I hate the guy behind me. He kept yawning out loud, the whole flight.",8
Joe_List_2,You’re gonna die!,8
Joe_List_2,It’s a little unnerving to be boarding a flight.,8
Joe_List_2,Hope this guy passes away on the flight.,8
Joe_List_2,"I’m a rock and roll guy. I love Guns N’ Roses, I’m cool.",8
Joe_List_2,"You can be in the second to last row. This one guy behind, you’re like what a fucking idiot back there.",9
Joe_List_2,Hope this guy passes away on the flight.,9
Joe_List_2,"I'm a rock and roll guy. I love Guns N' Roses, I'm cool.",9
Joe_List_2,"That's a weird airport song. I'm a rock and roll guy. I love Guns N' Roses, I'm cool.",9
Joe_List_2,"I just want to know, can we cool it down a little bit?",9
Joe_List_2,"This one guy behind, you’re like what a fucking idiot back there.",10
Joe_List_2,"That's why they're doing it. They want you to be like, 'Oh, my God, are you tired?' And they're like, I am, here's my entire life story. of how I came to be tired.",10
Joe_List_2,"I think it's important for people to know that. People who yawn out loud, they want attention. That's why they're doing it.",10
John_Mulaney,"It’s good to give to charities, you know",1
John_Mulaney,"""I took that stuff to Goodwill, right?",1
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,1
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",1
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",1
John_Mulaney,"It’s good to give to charities, you know",2
John_Mulaney,"""I took that stuff to Goodwill, right?",2
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,2
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",2
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",2
John_Mulaney,"My wife and I just gave a bunch of stuff to Goodwill. We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months. And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.",3
John_Mulaney,"It’s good to give to charities, you know. My wife and I just gave a bunch of stuff to Goodwill.",4
John_Mulaney,"Hey, you took that stuff to Goodwill, right?",4
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,4
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",4
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge.",4
John_Mulaney,"It’s good to give to charities, you know.",5
John_Mulaney,I was going to walk out the front door right now.,5
John_Mulaney,I got a bunch of shirts! Take ’em away!,5
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",5
John_Mulaney,"Oh, I get it. So rather than violate these meaningless politeness rules, I’ll just go to bed in a smock like goddamn Ebenezer Scrooge",5
John_Mulaney,"My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then the boxes into the back of my car, and then they stayed there for four months.",6
John_Mulaney,"It’s good to give to charities, you know.",7
John_Mulaney,My wife and I just gave a bunch of stuff to Goodwill.,7
John_Mulaney,That one’s shirts. I got a bunch of shirts! Take ’em away!,7
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",7
John_Mulaney,I'm going to walk out the front door right now,7
John_Mulaney,"I'm just a four-year-old boy, and I don't wear a man's XXL T-shirt.",7
John_Mulaney,"My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months. And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk",8
John_Mulaney,"It's good to give to charities, you know. My wife and I just gave a bunch of stuff to Goodwill. We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it. We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months.",9
John_Mulaney,The receipt said I should be deducting $150 from my federal income tax one XXL Billabong T-shirt.,9
John_Mulaney,"It’s good to give to charities, you know",10
John_Mulaney,"We were moving apartments, we had a bunch of clothes and furniture, so we made a whole day out of it.",10
John_Mulaney,I’m going to walk out the front door right now.,10
John_Mulaney,This one’s shirts. I got a bunch of shirts! Take ’em away!,10
John_Mulaney,"Well, if it’s too big you can just wear it as a sleep shirt.",10
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",1
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,1
John_Mulaney_2,He was a man most acquainted with misery,1
John_Mulaney_2,He could look at a child and guess the price of their coffin,1
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",2
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,2
John_Mulaney_2,"Detective JJ Bittenbinder wore three-piece suits, a pocket watch, and a cowboy hat.",2
John_Mulaney_2,He could look at a child and guess the price of their coffin.,2
John_Mulaney_2,"[audience laughing] Oh, gee. [audience laughing]",2
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",3
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous. That was his name.,3
John_Mulaney_2,He's still got blood on his shoes. And he's looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive.,3
John_Mulaney_2,He did not look like his job description. He looked like he should be the conductor on a locomotive powered by confetti.,3
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",4
John_Mulaney_2,Detective JJ Bittenbinder's name is ridiculous.,4
John_Mulaney_2,Some adults find you incredibly attractive. And they may just have to kill you over it.,4
John_Mulaney_2,He was the weirdest goddamn person I ever saw in my entire life.,4
John_Mulaney_2,"The greatest assembly of them all, once a year, Stranger Danger.",5
