comedian,sentence,race
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my'",Caucasian/White
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",Caucasian/White
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",Caucasian/White
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",Caucasian/White
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that'",Caucasian/White
Louis_CK,He was?,Caucasian/White
Louis_CK,Yeah. Jesus was Jewish.,Caucasian/White
Louis_CK,I don’t think so.,Caucasian/White
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",Caucasian/White
Louis_CK,"You fucking think about it, you idiot. What d– What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",Caucasian/White
Louis_CK,"Okay, Jesus was Catholic and he had a gold chain with a cross. And when they nailed him up, he was like, “Oh, that’s why we have those!” “That finally",Caucasian/White
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,Caucasian/White
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid!""",Caucasian/White
Louis_CK_2,"Incredibly stupid animals. They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",Caucasian/White
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?” And, you know, I’ve never thought about an author a day in my life, so… That never occurred to me.",Caucasian/White
Nate_Bargatze,"I mean, my middle name is Lee, and it just never crossed my mind.",Caucasian/White
Nate_Bargatze,"I love having a kid. We… I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean,",Caucasian/White
Nate_Bargatze_2,"They throw some stuff in, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?”",Caucasian/White
Nate_Bargatze_2,"Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it.",Caucasian/White
Nate_Bargatze_2,"It’s just a whole new… I mean, it’s unbelievable. They bring it home,'",Caucasian/White
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",Caucasian/White
Nate_Bargatze_TK,I thought everybody’s dad was a clown.,Caucasian/White
Nate_Bargatze_TK,"He’s dressed as a clown, that doesn’t even faze me. That’s just how he left. How else would he come home?",Caucasian/White
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,Caucasian/White
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’",Caucasian/White
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",Caucasian/White
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,Caucasian/White
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,Caucasian/White
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,Caucasian/White
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",Caucasian/White
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go',",Caucasian/White
Russell_Peters,What do you mean what else is wrong with me?,Caucasian/White
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",Caucasian/White
Russell_Peters,Because there is no way you can be Indian and not have fucking acid reflux.,Caucasian/White
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your esophagus.",Caucasian/White
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat.",Caucasian/White
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",Caucasian/White
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look, look.",Caucasian/White
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",Caucasian/White
Sam_Morril,"""And I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That guy’s a sexual predator",Caucasian/White
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",Caucasian/White
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says',",Caucasian/White
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,Caucasian/White
Trevor_Noah,"I’ll share this with you, I don’t mind. I, uh– I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.",Caucasian/White
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness.,Caucasian/White
Trevor_Noah_2,"And a Kit Kat, please.” No. No. It’s so unique. You can’t be silly.",Caucasian/White
Trevor_Noah_2,"What are you making, prank phone calls? “Who the hell is this?!” “I’m not telling you.” [laughs]",Caucasian/White
Trevor_Noah_2,"He would tell jokes at press conferences and events, and no one would laugh. Because everyone thought a man who had been in jail for 27 years couldn',",Caucasian/White
Tom_Segura,Not a trailer park. A solo trailer. The most terrifying housing situation that exists.,Caucasian/White
Tom_Segura,"Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",Caucasian/White
Tom_Segura,"I was like, “Oh, shit. Yeah.” “We could go do that.” I was like, “All right. Cool.” And he goes, “We just need to go get it.” I was like, “You don’t fuckin’ have it? Isn’t that your sole responsibility?",Caucasian/White
Tom_Segura_2,"I did it… I did it at the hotel earlier. I got such a warm rush through my body. It felt like the inside of my body hugged the other outside of my body, you know?",Caucasian/White
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge.",Caucasian/White
Anthony_Jeselnik_3,Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.,Caucasian/White
Anthony_Jeselnik_3,"Beat the hell out of me.I learned a lot from my parents. Especially my dad. Like, I’ll never forget… the first time I ever got a bad report card in school. First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something',",Caucasian/White
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,Caucasian/White
Ali_Wong_3,"It’s… too much.""",Caucasian/White
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know.",Caucasian/White
Ali_Wong_3,You feel like you’re in a Wes Anderson movie or something.,Caucasian/White
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing documentaries.",Caucasian/White
Chelsea_Peretti_3,I was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,Caucasian/White
Chelsea_Peretti_3,My dick hurts.,Caucasian/White
Chelsea_Peretti_3,"Cause I wanted it to be cross-platform, you know? I didn’t know if they were linked.",Caucasian/White
Chelsea_Peretti_3,"People just like, “Dude, what’s up with your dick? We’re worried about you.”",Caucasian/White
Chelsea_Peretti_3,any shithead can just write [grunts] “Here’s my thoughts.,Caucasian/White
Donald_Glover_3,"Oh man, I wish I could say that stuff. “It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.”",Caucasian/White
Donald_Glover_3,"And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?",Caucasian/White
Donald_Glover_3,They already have it! Deaf people have been saying “niglet” for years! For years!,Caucasian/White
Hasan_Minhaj_3,"Try to understand immigrant fathers. I still can’t understand some of you. There are uncles here. None of you guys are smiling. I don’t get it. You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired. You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?” You’re like, “Jesus…",Caucasian/White
Hasan_Minhaj_3,"Ah, yogurt."" Or milk. Just like, “Ah.”",Caucasian/White
Hasan_Minhaj_3,“He hates yogurt.” [laughter] “He hates milk.”,Caucasian/White
Hasan_Minhaj_3,“I’m going to live forever!”,Caucasian/White
Hasan_Minhaj_3,“Don’t do that.”,Caucasian/White
Hasan_Minhaj_3,"And then my dad would do what most br0wn parents do. He would check to see if the coast is clear… and he’d slap the shit out of me.""",Caucasian/White
Hasan_Minhaj_3,"Immigrants slap your face and bruise your soul. It’s Guantan',",Caucasian/White
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",Caucasian/White
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",Caucasian/White
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",Caucasian/White
Iliza_Shlesinger_3,"We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you',",Caucasian/White
John_Mulaney_3,"No, I wish!",Caucasian/White
John_Mulaney_3,Jesus Christ!,Caucasian/White
John_Mulaney_3,Blair Witch style.,Caucasian/White
John_Mulaney_3,Do you want a Best Buy Rewards card?,Caucasian/White
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,Caucasian/White
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family. ",Caucasian/White
Jim_Gaffigan_3,That guy looks like Phillip Seymour Hoffman.,Caucasian/White
Jim_Gaffigan_3,Do you have anything stronger? Like a bear gun? \'Cause I don\'t think this bear\'s approaching to get his hair done,Caucasian/White
Joe_List_3,"Mental and dental. No? Not a big, therapy, in New York too, oi.",Caucasian/White
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy. I’ve been going long enough.",Caucasian/White
Jimmy_Yang_3,"What do you want, a fortune cookie?",Caucasian/White
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",Caucasian/White
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,Caucasian/White
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",Caucasian/White
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss.",Caucasian/White
Jimmy_Yang_3,Everybody should have average dick until proven guilty,Caucasian/White
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there",Caucasian/White
Louis_CK_3,She’s very expensive. Please don’t touch her.,Caucasian/White
Louis_CK_3,"In New York, everybody rescues their dogs, like, “I rescued this dog. I rescued her. She has no eyes and she’s dead.""",Caucasian/White
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would",Caucasian/White
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back when',",Caucasian/White
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",Caucasian/White
Nate_Bargatze_3,"The reception is next door, just at a lady’s house. Like, in her backyard. Like, she doesn’t do… It isn’t like, she’s like, “And I do receptions all the time.” We were her one',",Caucasian/White
Nate_Bargatze_TK_3,"Nothing should ever come out of her mouth that I’m like, “What? What was that?”",Caucasian/White
Nate_Bargatze_TK_3,"I learned when to use “a” or “an” in a sentence. [chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",Caucasian/White
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s',",Caucasian/White
Russell_Peters_3,And candy fell out of her.,Caucasian/White
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,Caucasian/White
Russell_Peters_3,He’s going to steal your laptop and fix it.,Caucasian/White
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late",Caucasian/White
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.",Caucasian/White
Russell_Peters_3,"My girlfriend, she started the show after one month",Caucasian/White
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media.,Caucasian/White
Sam_Morill_3,Adolf’s trending.,Caucasian/White
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title.",Caucasian/White
Sam_Morill_3,I’ve always said there aren’t enough upbeat pieces on the Fuhrer.,Caucasian/White
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’t a group of people that could have helped, you know?",Caucasian/White
Sam_Morill_3,Jews.,Caucasian/White
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.",Caucasian/White
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.” No one actually knew what it was about.",Caucasian/White
Tom_Segura_3,Segura. Segura! Sounds Japanese.,Caucasian/White
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,Caucasian/White
Tom_Segura_3,"I could be Smith, and if you want to go [in gruff voice] ‘Smith…’ -then it’s Japanese",Caucasian/White
Tom_Segura_3,"Well, what are you?",Caucasian/White
Anthony_Jeselnik,"Sold my passport on the street for 300 bucks to get to my prom.""",Black/African American
Anthony_Jeselnik,"Weird joke to clap for, but sure.",Black/African American
Anthony_Jeselnik,"My mom actually should’ve been on one of the planes that crashed on 9/11. I think.I mean, don’t get me wrong, I loved my mother. She was my mom",Black/African American
Anthony_Jeselnik,And I do not tolerate racism. That’s ignorance and I hate that.,Black/African American
Anthony_Jeselnik,"And when I did that, my mom would act weird. She’d pull me aside and say, “Anthony, who’s your new',",Black/African American
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.”",Black/African American
Anthony_Jeselnik_2,"""Now I promise you… I promise you… until you’ve heard your grandfather gasp at his own wife’s funeral… …at a Methodist Church in Vicksburg, Mississippi… you are not a real comedian.""",Black/African American
Ali_Wong,Don’t ever do that with your mom.,Black/African American
Ali_Wong,It was like the worst experience of my life. It was so emotional.,Black/African American
Ali_Wong,She refused to let go of a Texas Instruments TI-82… manual.,Black/African American
Ali_Wong,"The manual. She don’t even know… where the calculator is.""",Black/African American
Ali_Wong,"It was this calculator that bamboozled my generation. We were all required to buy it when we were in eight grade. It cost like $200. And everybody thought it could graph.',",Black/African American
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",Black/African American
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame",Black/African American
Ali_Wong_2,"They’re like, “I’m just gonna recycle… go bald… go to the park, do this shit.",Black/African American
Ali_Wong_2,They do that ’cause it’s a free activity. For them.,Black/African American
Ali_Wong_2,"They wear that to protect themselves from their arch-nemesis, the sun.",Black/African American
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!",Black/African American
Chelsea_Peretti,"[giggles shrilly] “Uh-oh, it’s us again.” [trills]",Black/African American
Chelsea_Peretti,"She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her “hubby,” which, to me is on par with the “N” word. Like let’s…',",Black/African American
Chelsea_Peretti_2,People say I look just like you.,Black/African American
Chelsea_Peretti_2,"It’s actually to stop them from sweating, because why would you, you know, as a human?",Black/African American
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole",Black/African American
Chelsea_Peretti_2,"Oh, ho, ho, ho.""",Black/African American
Chelsea_Peretti_2,She is so fucking hot. Her armpits are bone-fucking-dry… just like I always dreamed of.,Black/African American
Donald_Glover,"tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug, he was like…",Black/African American
Donald_Glover,So he would steal mints by the handful. So his breath was so fresh… the vapors from his own mouth made his eyes water.,Black/African American
Donald_Glover,"And he goes, “Shut up.” And she goes, “Don’t you talk to me like that, I am a grown-up, you will respect me.” And he goes, “Suck my d!',",Black/African American
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will. I have no problem.”",Black/African American
Donald_Glover_2,"Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high.",Black/African American
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah! He’s like, “Oh God, no!”",Black/African American
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",Black/African American
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.,Black/African American
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!",Black/African American
Hasan_Minhaj,Slapping is important. It elevates your game.,Black/African American
Hasan_Minhaj,"You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins. That kid',",Black/African American
Hasan_Minhaj_2,"I know, getting into Stanford.",Black/African American
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",Black/African American
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?",Black/African American
Hasan_Minhaj_2,"Hanson, this is not funny.",Black/African American
Hasan_Minhaj_2,"Whatever, it’s not going to happen.He can’t do'",Black/African American
Iliza_Shlesinger,"Granted, I’m not married yet, so, technically, I’ve only had beginnings of relationships. I don’t know. I can’t say empirically how fun being married is. I’ll tell you on the next comedy special what that’s all about.",Black/African American
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",Black/African American
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime. What if that was the end of my show? I hit my head.",Black/African American
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",Black/African American
Jim_Gaffigan,"And suddenly I’m fat?""",Black/African American
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom.”,Black/African American
Jim_Gaffigan,Aw. Look at you try.,Black/African American
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…",Black/African American
Jim_Gaffigan,I like to eat! I like to eat,Black/African American
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is.",Black/African American
Jim_Gaffigan,"Well, you must love to cook. Look, I like to sleep',",Black/African American
Jim_Gaffigan_2,I have friends that are mentally ill.,Black/African American
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn’t know it was his birthday. The dog didn’t know it had a birthday.,Black/African American
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?",Black/African American
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three, I’m 21! I can legally drink!”",Black/African American
Joe_List,It’s one doctor. He knows all three body parts.,Black/African American
Joe_List,"“Ear, nose, throat. “Who do ya need?”",Black/African American
Joe_List,And they all kinda.,Black/African American
Joe_List,"I thought it was called tinnitus, but then I watched a YouTube video, and the doctor in the video, he kept saying “tin-uh-dus.”",Black/African American
Joe_List,This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.”,Black/African American
Joe_List,"Shit, now I don’t know how to say this'",Black/African American
Joe_List_2,"You feel better than everybody behind you, don’t you?",Black/African American
Joe_List_2,"Embarrassing, loser.",Black/African American
Joe_List_2,"The whole flight he’s like. [yawns] For like five hours. [yawns] I wanted him to die, I swear to God.",Black/African American
Joe_List_2,"First of all, you don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that.",Black/African American
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months.",Black/African American
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",Black/African American
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at ",Black/African American
John_Mulaney_2,Go ahead and laugh. His name is ridiculous. That was his name. It was JJ Bittenbinder.,Black/African American
John_Mulaney_2,"Very sorry, Radio City, did that make you uncomfortable? Well, guess what? You’re adults and he’s not even here. So try being seven years old and you’re sitting five feet away from him.",Black/African American
John_Mulaney_2,He’s still got blood on his shoes. And he’s looking at you in the eye to tell you for the first time in your very young life that some adults find you ,Black/African American
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",Black/African American
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful.",Black/African American
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my",Black/African American
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",Black/African American
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",Black/African American
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",Black/African American
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that ",Black/African American
Louis_CK,I don’t think so.,Black/African American
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",Black/African American
Louis_CK,"You fucking think about it, you idiot.",Black/African American
Louis_CK,"What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",Black/African American
Louis_CK,Jesus was Catholic and he had a gold chain with a cross.,Black/African American
Louis_CK,"Oh, that’s why we have those!",Black/African American
Louis_CK,"I didn’t even know. Oh, fuck, that’s me! I’m the little guy on it!""',",Black/African American
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,Black/African American
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid!",Black/African American
Louis_CK_2,"Incredibly stupid animals. They don’t even know their own lives, they don’t even — they can’t even handle their own lives mentally.",Black/African American
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?” And, you know, I’ve never thought about an author a day in my life, so… That never occurred to me.",Black/African American
Nate_Bargatze,"I mean, my middle name is Lee, and it just never crossed my mind.",Black/African American
Nate_Bargatze,"I love having a kid. We… I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean,',",Black/African American
Nate_Bargatze_2,"They throw some stuff in, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?” I don’t even know if that’s true, but…",Black/African American
Nate_Bargatze_2,"She brought home Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it.",Black/African American
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",Black/African American
Nate_Bargatze_TK,"I was born, he was a clown. It was never weird to me. I thought everybody’s dad was a clown.",Black/African American
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,Black/African American
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so his head was bent to the side.",Black/African American
Nate_Bargatze_TK,"And I remember he had his seat belt on, and he’s just like…",Black/African American
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",Black/African American
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,Black/African American
Nate_Bargatze_TK_2,"I’m wearing a button-down shirt, khaki pants. Nothing crazy. I’m wildly overdressed.",Black/African American
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,Black/African American
Nate_Bargatze_TK_2,"My uncle, his daughter’s getting married. He has his tuxedo jacket, pants, cummerbund, bowtie.',",Black/African American
Russell_Peters,What do you mean what else is wrong with me?,Black/African American
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",Black/African American
Russell_Peters,"First of all, you’re lying to me right now. Because there is no way you can be Indian and not have fucking acid reflux.",Black/African American
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your'",Black/African American
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat.",Black/African American
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",Black/African American
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look, look",Black/African American
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",Black/African American
Sam_Morril,"And I was like, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That',",Black/African American
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",Black/African American
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’t kill you',",Black/African American
Trevor_Noah,You don’t mess with the Russians. Most frightening people in the world. You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,Black/African American
Trevor_Noah,"I’ll share this with you, I don’t mind. I, uh– I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.",Black/African American
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness.,Black/African American
Trevor_Noah_2,"You can’t be running in the streets: “And a Kit Kat, please.” No. No.",Black/African American
Trevor_Noah_2,"It just doesn’t work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh.",Black/African American
Trevor_Noah_2,"Because everyone thought a man who had been in jail for 27 years couldn’t make a joke.""",Black/African American
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.""",Black/African American
Tom_Segura,You don’t fuckin’ have it? Isn’t that your sole responsibility?,Black/African American
Tom_Segura,That’s what’s up.,Black/African American
Tom_Segura,Can we get a description before we agree to terms? How about a height and weight on old mom?,Black/African American
Tom_Segura_2,"I did it… I did it at the hotel earlier. I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",Black/African American
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft. You get to decide, like a king with his drawbridge",Black/African American
Anthony_Jeselnik_3,"Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.""",Black/African American
