comedian,sentence,race
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that'",adolescent
Louis_CK,I don’t think so.,adolescent
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",adolescent
Louis_CK,"You fucking think about it, you idiot.",adolescent
Louis_CK,"What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",adolescent
Louis_CK,Jesus was Catholic and he had a gold chain with a cross.,adolescent
Louis_CK,"Oh, that’s why we have those!",adolescent
Louis_CK,"I didn’t even know. Oh, fuck, that’s me! I’m the little guy on it!",adolescent
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,adolescent
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!” They’re so stupid!""",adolescent
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,adolescent
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle',",adolescent
Nate_Bargatze,"I’ve never thought about an author a day in my life, so… That never occurred to me.",adolescent
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",adolescent
Nate_Bargatze,"You could be like, “Is your house on fire?” I’ve never seen someone cry this much. It’s over nothing.",adolescent
Nate_Bargatze_2,"They throw some stuff in, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.”",adolescent
Nate_Bargatze_2,"It’s, uh… “Okay, learning it earlier than we used to, huh?” I don’t even know if that’s true, but…",adolescent
Nate_Bargatze_2,"Just give it to parents that never learned it.""**\n* **""It’s just a whole new… I mean, it’s unbelievable.",adolescent
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",adolescent
Nate_Bargatze_TK,I thought everybody’s dad was a clown.,adolescent
Nate_Bargatze_TK,"He’s dressed as a clown, that doesn’t even faze me. That’s just how he left. How else would he come home?",adolescent
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,adolescent
Nate_Bargatze_TK,"The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so his head was bent',",adolescent
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",adolescent
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?”,adolescent
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,adolescent
Nate_Bargatze_TK_2,"No shirt. They forgot his shirt, and instead of waiting to go get it, he was like, “Let’s do it without it.",adolescent
Nate_Bargatze_TK_2,"Like, that’s… And he doesn’t have a body that’s',",adolescent
Russell_Peters,"That’s really fucking racist, but since you asked, I have acid reflux.",adolescent
Russell_Peters,There is no way you can be Indian and not have fucking acid reflux. It’s inevitable.,adolescent
Russell_Peters,"What? Son, it’s burning your esophagus.",adolescent
Russell_Peters,"Dad, I want to assure you I have no phagus in me.",adolescent
Russell_Peters,"No, no, son, esophagus.",adolescent
Russell_Peters,I don’t care whose phagus you think this is.,adolescent
Russell_Peters,"You got it, don’t you, yellow guy?",adolescent
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat.",adolescent
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",adolescent
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look,',",adolescent
Sam_Morril,Let me a passed-out werewolf tonight.,adolescent
Sam_Morril,"I have a negative-one rapes, so, you know. Statistically, you know…""",adolescent
Sam_Morril,I can’t tell you how often I’m coming out of a blackout like I should have done doubles instead.,adolescent
Sam_Morril,"You tell me to replace an addiction with cardio, that’s very helpful. I’m gonna start walking into halfway houses full of crack heads like have you guys done Zumba? It’s so much better than crack.",adolescent
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal",adolescent
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’t',",adolescent
Trevor_Noah,You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,adolescent
Trevor_Noah,"I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.""",adolescent
Trevor_Noah,"And whenever that happens, I’m always faced with the eternal dilemma. When I go to the bathroom, do I turn the lights on and lose my sleep? Or do I leave the lights off and shit myself?",adolescent
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness.,adolescent
Trevor_Noah_2,"And a Kit Kat, please.” No. No. It’s so unique. You can’t be silly.",adolescent
Trevor_Noah_2,"What are you making, prank phone calls? “Who the hell is this?!” “I’m not telling you.” [laughs]",adolescent
Trevor_Noah_2,He still kept what was him. It was partly because of that voice.,adolescent
Trevor_Noah_2,"Ah, knock, knock.” People would be like, “Let him in. Let',",adolescent
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",adolescent
Tom_Segura,You don’t fuckin’ have it? Isn’t that your sole responsibility?,adolescent
Tom_Segura,That’s what’s up.,adolescent
Tom_Segura,Can we get a description before we agree to terms? How about a height and weight on old mom?,adolescent
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",adolescent
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives.",adolescent
Tom_Segura_2,"You are lord of the elevator shaft. You get to decide, like a king with his drawbridge.",adolescent
Tom_Segura_2,"And you can watch people walk up and be like, “Mm-mm.” -And you hit that. And then you see it close, and you',",adolescent
Anthony_Jeselnik_3,"Just to teach me an important lesson about brand loyalty.""",adolescent
Anthony_Jeselnik_3,Let her take the hit.,adolescent
Anthony_Jeselnik_3,You don’t take classes. You don’t read the instructions. You just do it and figure it out.,adolescent
Anthony_Jeselnik_3,"""Like, when I was a kid, I never got to take swimming lessons. No, my dad would pick me up and throw me in the water to teach himself CPR.",adolescent
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,adolescent
Ali_Wong_3,It’s… too much. I don’t know what’s wrong with these bitches.,adolescent
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know. You feel like you’re in a Wes Anderson movie or something.",adolescent
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing',",adolescent
Chelsea_Peretti_3,I was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,adolescent
Chelsea_Peretti_3,My dick hurts,adolescent
Chelsea_Peretti_3,"Cause I wanted it to be cross-platform, you know?",adolescent
Chelsea_Peretti_3,"People just like, “Dude, what’s up with your dick? We’re worried about you.”",adolescent
Chelsea_Peretti_3,any shithead can just write [grunts] “Here’s my thoughts.,adolescent
Chelsea_Peretti_3,"What’s up, Jew-',",adolescent
Donald_Glover_3,"Oh man, I wish I could say that stuff. “It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.”",adolescent
Donald_Glover_3,"And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?",adolescent
Donald_Glover_3,They already have it! Deaf people have been saying “niglet” for years! For years!,adolescent
Donald_Glover_3,"Was it… Why is this “n*gga”? Why is',",adolescent
Hasan_Minhaj_3,"Ah, yogurt."" Or milk. Just like, “Ah.” And I’d look at him and be like, “Oh, man. Dad hates yogurt.” [laughter] “He hates milk.”",adolescent
Hasan_Minhaj_3,I’m going to live forever!” Then I would trip on my Velcro shoes and I would drop the soda and it would explode. And then my dad would do what most br0wn parents do. He would check to see if the coast is clear… and he’d slap the shit out of me.,adolescent
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",adolescent
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",adolescent
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",adolescent
Iliza_Shlesinger_3,"We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you’',",adolescent
John_Mulaney_3,"No, I wish!",adolescent
John_Mulaney_3,Jesus Christ!,adolescent
John_Mulaney_3,Blair Witch style.,adolescent
John_Mulaney_3,Do you want a Best Buy Rewards card?,adolescent
John_Mulaney_3,No.,adolescent
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,adolescent
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",adolescent
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,adolescent
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family.",adolescent
Jim_Gaffigan_3,That guy looks like Phillip Seymour Hoffman.,adolescent
Jim_Gaffigan_3,Do you have anything stronger? ‘Cause I don’t think this bear’s approaching to get his hair done.”,adolescent
Joe_List_3,"I didn’t go to college or anything, but I know how to do therapy.",adolescent
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family.",adolescent
Joe_List_3,"And then you’re like, “Still, great.” Then you give him your money, and then you leave.",adolescent
Joe_List_3,"I don’t know if you guys know her at all. She was a babysitter, late ’80s, early ’90s.",adolescent
Jimmy_Yang_3,"What do you want, a fortune cookie?",adolescent
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",adolescent
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,adolescent
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",adolescent
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss.",adolescent
Jimmy_Yang_3,Everybody should have average dick until proven guilty,adolescent
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there",adolescent
Louis_CK_3,She’s very expensive. Please don’t touch her.,adolescent
Louis_CK_3,"I un-rescued it, and I bought a dog that works.",adolescent
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would.",adolescent
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back when it was open. I mean, now — it’s nice now. There',",adolescent
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",adolescent
Nate_Bargatze_3,"The horse was the oldest horse I’ve ever seen. I thought it was a donkey. I thought they got a deal on a donkey. And the guy was like, “This horse was in the Kentucky Derby.” You’re like, “',",adolescent
Nate_Bargatze_TK_3,"I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",adolescent
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad. I mean, I… And if I can’t, I just put a comma and see if someone says something, you know? They’',",adolescent
Russell_Peters_3,And candy fell out of her.,adolescent
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,adolescent
Russell_Peters_3,He’s going to steal your laptop and fix it.,adolescent
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late",adolescent
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.",adolescent
Russell_Peters_3,"My girlfriend, she started the show after one month",adolescent
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media.,adolescent
Sam_Morill_3,Adolf’s trending.,adolescent
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title.",adolescent
Sam_Morill_3,I’ve always said there aren’t enough upbeat pieces on the Fuhrer.,adolescent
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’t a group of people that could have helped, you know?",adolescent
Sam_Morill_3,Jews.,adolescent
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.",adolescent
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.”",adolescent
Tom_Segura_3,Segura. Segura! Sounds Japanese,adolescent
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,adolescent
Tom_Segura_3,"Well, what are you?",adolescent
Tom_Segura_3,It’s never important to ask that question.,adolescent
Anthony_Jeselnik,"Sold my passport on the street for 300 bucks to get to my prom.""",young adult
Anthony_Jeselnik,"Weird joke to clap for, but sure.",young adult
Anthony_Jeselnik,My mom actually should’ve been on one of the planes that crashed on 9/11. I think.,young adult
Anthony_Jeselnik,And I do not tolerate racism. That’s ignorance and I hate that.,young adult
Anthony_Jeselnik,"And when I did that, my mom would act weird. She’d pull me aside and say, “Anthony, who’s your new',",young adult
Anthony_Jeselnik_2,I’ve never talked to a group of people without getting paid a lot of money. How should I handle this?,young adult
Anthony_Jeselnik_2,"And I know my grandma loved it too, because it combined her two favorite things: spending time with her grandchildren, and using the ‘N’ word.",young adult
Anthony_Jeselnik_2,"Now I promise you… I promise you… until you’ve heard your grandfather gasp at his own wife’s funeral… …at a Methodist Church in Vicksburg, Mississippi… you are not a real comedian.",young adult
Ali_Wong,Don’t ever do that with your mom.,young adult
Ali_Wong,It was like the worst experience of my life. It was so emotional.,young adult
Ali_Wong,She refused to let go of a Texas Instruments TI-82… manual.,young adult
Ali_Wong,"The manual. She don’t even know… where the calculator is.""",young adult
Ali_Wong,It was this calculator that bamboozled my generation. We were all required to buy it when we were in eight grade. It cost like $200.,young adult
Ali_Wong_2,"My mom is 80, going through a full blown mid-life crisis. ‘Cause she knows that she’s got a century more to go.",young adult
Ali_Wong_2,I’m just kidding. She doesn’t have any black friends.,young adult
Ali_Wong_2,"Life is not Rush Hour, the movie, OK?",young adult
Ali_Wong_2,"Old Chinese ladies, they don’t give a fuck. They got no shame.",young adult
Ali_Wong_2,They do that ’cause it’s a free activity. For them.,young adult
Chelsea_Peretti,"It’s like that wedding portraiture, where it’s just like, two assholes back to back in the woods, just like… [laughing shrilly] “To the future!”",young adult
Chelsea_Peretti,"Every photo, they were just like… [giggles shrilly] “Uh-oh, it’s us again.” [trills]",young adult
Chelsea_Peretti,"She calls him by a word that I really feel is one of the more disgusting words in the English language. She calls him her “hubby,” which, to me is on par with the “N',",young adult
Chelsea_Peretti_2,People say I look just like you.,young adult
Chelsea_Peretti_2,"It’s actually to stop them from sweating, because why would you, you know, as a human?",young adult
Chelsea_Peretti_2,"It worked. I did stop sweating out of my armpits, but I started sweating out of my butthole",young adult
Chelsea_Peretti_2,"Is that a good trade? like, kind of a deal with the devil.",young adult
Chelsea_Peretti_2,"She is so fucking hot. Her armpits are bone-fucking-dry… just like I always dreamed of.""",young adult
Donald_Glover,"tears streaming down his face, but he wasn’t crying. He wasn’t crying. Just tears, he was giving me this mean mug, he was like…",young adult
Donald_Glover,What’s going on with this kid?,young adult
Donald_Glover,The sweetest thing he was allowed was mints. He was just allowed to have mints.,young adult
Donald_Glover,the vapors from his own mouth made his eyes water.,young adult
Donald_Glover,"Like, he’d be like, “Hello!” And then like… Just, they would just bleed…",young adult
Donald_Glover_2,"Yeah, well, “if anybody ever tries to rape me, I’m just gonna shit on ’em.” “Yes, I will. I have no problem.”",young adult
Donald_Glover_2,"Number one, he’s a rapist. So his tolerance for gross stuff is probably pretty high. It’s probably pretty high.",young adult
Donald_Glover_2,"You can shit on command? Like, you can just… You can just poop whenever you want to? Just be like… Hyah! He’s like, “Oh God, no!”",young adult
Hasan_Minhaj,"Are you fucking kidding? Thirteen episodes for this kid?""",young adult
Hasan_Minhaj,Do you know when br0wn kids get slapped? Every br0wn birthday party.,young adult
Hasan_Minhaj,"And usually it’s the kid whose birthday it is, and we stand there and point and laugh. We go, “Ah, Biju got slapped on his birthday!”",young adult
Hasan_Minhaj,Slapping is important. It elevates your game.,young adult
Hasan_Minhaj,You ever seen an Indian kid win a spelling bee? Incredible! Ice water in the veins.,young adult
Hasan_Minhaj_2,Getting into Stanford,young adult
Hasan_Minhaj_2,"No, you have to live a life worth talking about, which is why I’m making it mandatory for everyone in this class to go to prom.",young adult
Hasan_Minhaj_2,"All 30 of us? We’re all going to prom? AP Calc? Us? Me, Jehovah’s Witness girl, Korean exchange students, going to the prom? Thirty for 30? All of us?",young adult
Hasan_Minhaj_2,"Hanson, this is not funny",young adult
Iliza_Shlesinger,"The beginning of a relationship is exciting because it’s brand new. You’re both on your best behavior, it’s still electric, you’re not totally sure about the history of mental illness in each family. It’s fun.",young adult
Iliza_Shlesinger,"You want him to come in and be, like, “It’s so homey. I’d like to stay forever.” Yes, come closer. Like, that’s what you want.",young adult
Iliza_Shlesinger_2,"You don’t want to wear… what you wore during the day. Don’t want work clothes. You don’t want to wear your daytime clothes, ’cause… ’cause it’s nighttime. What if that was the end of my show? I hit my head.",young adult
Iliza_Shlesinger_2,"You don’t want to wear your civilian clothes, okay. ‘Cause you had a whole day. Maybe you sweat in them, they’re gross.",young adult
Iliza_Shlesinger_2,"However, at the other end of the sartorial spectrum, you don’t'",young adult
Jim_Gaffigan,We got nothing for you. And you can’t use our bathroom,young adult
Jim_Gaffigan,Aw. Look at you try.,young adult
Jim_Gaffigan,"The fat pig is trying, the fat pig is trying, I…",young adult
Jim_Gaffigan,"Good show."" “You nailed it.” I don’t care. I like to eat!",young adult
Jim_Gaffigan,"Well, you must know your way around the kitchen. I know where the food is.",young adult
Jim_Gaffigan,"Well, you must love to cook. Look, I like to sleep. It doesn’',",young adult
Jim_Gaffigan_2,I have friends that are mentally ill.,young adult
Jim_Gaffigan_2,Didn\'t suspect a thing. Dog didn\'t know it was his birthday. The dog didn\'t know it had a birthday.,young adult
Jim_Gaffigan_2,"Oh, one year equals seven for doggies? Okay. When I see a dog, I’ll do math. That’s not fulfilling some dog need, you know?",young adult
Jim_Gaffigan_2,"There’s not a dog sitting in a bar right now going, “I’m not three, I’m 21! I can legally drink!",young adult
Joe_List,It’s one doctor. He knows all three body parts.,young adult
Joe_List,"“Ear, nose, throat. “Who do ya need?”",young adult
Joe_List,"And so I was like, “Oh, I guess it’s pronounced tin-uh-dus.”",young adult
Joe_List,“This guy’s a fake ass fucking retard doctor. It’s pronounced t-ah-n-i-tus.”,young adult
Joe_List,"Tomato, to-mah-to. However you say it.""\n* ""If you have it, don’',",young adult
Joe_List_2,"You feel better than everybody behind you, don’t you?",young adult
Joe_List_2,"What a fucking idiot back there. Embarrassing, loser.",young adult
Joe_List_2,"That’s a decision, he’s deciding to do that.",young adult
Joe_List_2,"If you were hungry on a plane, you were like, I’m hungry. Well you’re all right? Yeah, yeah I’m hungry. I like to let people know when I’m hungry. I think',",young adult
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months",young adult
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",young adult
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at people.""',",young adult
John_Mulaney_2,The Bruno Mars of assemblies.,young adult
John_Mulaney_2,You are gathered together as a school and you are told never to talk to an adult that you don’t know and you are told this by an adult that you don’t know.,young adult
John_Mulaney_2,Go ahead and laugh. His name is ridiculous. That was his name. It was JJ Bittenbinder.,young adult
John_Mulaney_2,"He was a child homicide expert and… -[audience is silent] -Oh, gee. [audience laughing] Very sorry, Radio City, did that make you uncomfortable?',",young adult
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",young adult
Jimmy_Yang,"I’ve been dating a lot of tall girls lately, because it makes me look successful.",young adult
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my',",young adult
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",young adult
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV",young adult
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",young adult
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that',",young adult
Louis_CK,He was?,young adult
Louis_CK,I don’t think so.,young adult
Louis_CK,"You fucking think about it, you idiot.",young adult
Louis_CK,"Dude, Jesus couldn’t be Jewish. Think about it.",young adult
Louis_CK,"What was he then? You’re… What, was he Presbyterian? What was he? Catholic?",young adult
Louis_CK,"Jesus was Catholic and he had a gold chain with a cross.""\n* ""Oh, that’s why we have those!",young adult
Louis_CK,"I didn’t even know. Oh, fuck, that’s me! I’m the',",young adult
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,young adult
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!”",young adult
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,young adult
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle',",young adult
Nate_Bargatze,"I mean, my middle name is Lee, and it just never crossed my mind.",young adult
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird",young adult
Nate_Bargatze,"You could be like, “Is your house on fire?” I’ve never seen someone cry this much. It’s over nothing.",young adult
Nate_Bargatze,"She wants to be a YouTuber, which, as a',",young adult
Nate_Bargatze_2,"Third grade, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?”",young adult
Nate_Bargatze_2,"She brought home Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it.",young adult
Nate_Bargatze_2,"It’s just a whole new… I mean, it’s unbelievable. They bring it home,',",young adult
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",young adult
Nate_Bargatze_TK,"I thought everybody’s dad was a clown.""",young adult
Nate_Bargatze_TK,"He’s dressed as a clown, that doesn’t even faze me. That’s just how he left. How else would he come home?",young adult
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,young adult
Nate_Bargatze_TK,"And I remember he had his seat belt on, and he’s just like…The Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so',",young adult
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",young adult
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,young adult
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,young adult
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,young adult
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",young adult
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go',",young adult
Russell_Peters,What do you mean what else is wrong with me?,young adult
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",young adult
Russell_Peters,"First of all, you’re lying to me right now. Because there is no way you can be Indian and not have fucking acid reflux.",young adult
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your',",young adult
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate.",young adult
Russell_Peters_2,"These are my boys, it’s Pete and Repeat.",young adult
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",young adult
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are.",young adult
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",young adult
Sam_Morril,"And I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That guy’s a sexual predator.",young adult
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",young adult
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’',",young adult
Trevor_Noah,You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,young adult
Trevor_Noah,I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.,young adult
Trevor_Noah,"And whenever that happens, I’m always faced with the eternal dilemma. When I go to the bathroom, do I turn the lights on and lose my sleep? Or do I leave the lights off and shit myself?",young adult
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness,young adult
Trevor_Noah_2,"And a Kit Kat, please.” No. No. It’s so unique. You can’t be silly.",young adult
Trevor_Noah_2,"What are you making, prank phone calls? “Who the hell is this?!” “I’m not telling you.” [laughs]",young adult
Trevor_Noah_2,He still kept what was him. It was partly because of that voice.,young adult
Trevor_Noah_2,"Ah, knock, knock.” People would be like, “Let him in. Let',",young adult
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",young adult
Tom_Segura,You don’t fuckin’ have it? Isn’t that your sole responsibility?,young adult
Tom_Segura,"Let’s go get it.” He goes, “I’ll go get it. You stay here and watch my place.” And I was like… “Okay.”",young adult
Tom_Segura,"That’s what’s up.” -Like, yeah, man. Pow.",young adult
Tom_Segura_2,"I did it… I did it at the hotel earlier. I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?",young adult
Tom_Segura_2,"I think it’s a taste of power. Like most of us, we have no power in our everyday lives. But if you’re alone in an elevator, -you are lord of the elevator shaft.",young adult
Tom_Segura_2,"You get to decide, like a king with his drawbridge. There’s “Hold Open,” and “Close.” And',",young adult
Anthony_Jeselnik_3,Just to teach me an important lesson about brand loyalty.,young adult
Anthony_Jeselnik_3,Let her take the hit.,young adult
Anthony_Jeselnik_3,You don’t take classes. You don’t read the instructions. You just do it and figure it out,young adult
Anthony_Jeselnik_3,"Like, when I was a kid, I never got to take swimming lessons. No, my dad would pick me up and throw me in the water to teach himself CPR.",young adult
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,young adult
Ali_Wong_3,It’s… too much.,young adult
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know.",young adult
Ali_Wong_3,You feel like you’re in a Wes Anderson movie or something.,young adult
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing documentaries.",young adult
Chelsea_Peretti_3,My dick hurtsI was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,young adult
Chelsea_Peretti_3,My dick hurts,young adult
Chelsea_Peretti_3,My dick hurts.,young adult
Chelsea_Peretti_3,"Cause I wanted it to be cross-platform, you know?",young adult
Chelsea_Peretti_3,"People just like, “Dude, what’s up with your dick? We’re worried about you.”",young adult
Chelsea_Peretti_3,any shithead can just write [grunts] “Here’s my thoughts.”,young adult
Donald_Glover_3,"It sounds so cool when you say it in rap songs. Like, I want to say that, it sounds cool.”",young adult
Donald_Glover_3,"And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?",young adult
